	stat	collagen
Cluster-33358.12936	1.258106	0
Cluster-33358.13489	-1.255248	0
Cluster-33358.14927	-1.251913	0
Cluster-33358.17029	-1.253254	0
Cluster-33358.17492	-1.253304	0
Cluster-33358.18383	-1.258274	0
Cluster-33358.23177	-1.252073	0
Cluster-33358.25880	1.258942	0
Cluster-33358.25944	-1.251553	0
Cluster-33358.27657	1.260015	0
Cluster-33358.28336	-1.253072	0
Cluster-33358.30288	1.252828	0
Cluster-33358.31202	-1.251289	0
Cluster-33358.31292	-1.258008	0
Cluster-33358.31590	1.251621	0
Cluster-33358.45418	1.251158	0
Cluster-33358.48012	-1.252273	0
Cluster-33358.48968	-1.257889	0
Cluster-33358.49694	-1.256662	0
Cluster-33358.50223	-1.257513	0
Cluster-33358.50710	-1.257798	0
Cluster-33358.50818	-1.255767	0
Cluster-33358.50822	-1.255486	0
Cluster-33358.51408	1.258727	0
Cluster-33358.56074	-1.2574	0
Cluster-33358.60041	-1.260408	0
Cluster-33358.60895	-1.254951	0
Cluster-33358.68842	-1.255663	0
Cluster-40578.1	-1.261229	0
Cluster-46997.0	1.259438	0
Cluster-47699.2	-1.25686	0
Cluster-33358.169	-1.250494859	0
Cluster-33358.28118	-1.250283	0
Cluster-29634.2	-1.2498771	0
Cluster-33358.23176	1.248926	0
Cluster-33358.34624	-1.24873	0
Cluster-33358.38329	1.248474	0
Cluster-33358.51216	-1.247959	0
Cluster-33358.52667	1.248167	0
Cluster-33358.12383	-1.245469	0
Cluster-33358.15962	-1.245486	0
Cluster-33358.17451	-1.24611	0
Cluster-33358.22020	1.245609	0
Cluster-33358.35047	-1.245238	0
Cluster-33358.43670	-1.245688	0
Cluster-33358.48845	-1.245652	0
Cluster-33358.62315	-1.245383	0
Cluster-33358.62931	-1.2451	0
Cluster-26460.2	-1.244837375	0
Cluster-33358.10880	-1.241689	0
Cluster-33358.11908	1.243269	0
Cluster-33358.12375	-1.242968	0
Cluster-33358.31908	-1.243663	0
Cluster-33358.41758	-1.243237	0
Cluster-33358.57492	-1.241649	0
Cluster-38538.0	-1.241525	0
Cluster-33358.3801	-1.241908987	0
Cluster-33358.5586	-1.242668093	0
Cluster-33358.5916	-1.243249313	0
Cluster-33358.16264	-1.240728	0
Cluster-33358.49760	-1.240849	0
Cluster-33358.544	-1.238475123	0
Cluster-33358.29515	-1.23828	0
Cluster-33358.32489	1.238716	0
Cluster-33358.50547	-1.238896	0
Cluster-33358.54598	-1.238287	0
Cluster-33358.55917	-1.238377	0
Cluster-39552.0	-1.238705	0
Cluster-33358.13387	-1.237175	0
Cluster-33358.24929	-1.23681	0
Cluster-33358.20819	-1.235245	0
Cluster-33358.23756	-1.235711	0
Cluster-33358.29078	-1.235268	0
Cluster-33358.40885	-1.235544	0
Cluster-33358.67646	1.236004	0
Cluster-33358.59329	-1.234655	0
Cluster-33358.63558	-1.234085	0
Cluster-33358.61741	-1.232748	0
Cluster-21410.0	-1.23216343	0
Cluster-33358.3635	-1.23143636	0
Cluster-33358.33051	-1.231397	0
Cluster-33358.44120	-1.231595	0
Cluster-33358.52162	-1.230674	0
Cluster-33358.60650	-1.230406	0
Cluster-33358.18161	-1.229496	0
Cluster-33358.28898	1.229713	0
Cluster-44637.2	-1.229218	0
Cluster-33358.56690	-1.227649	0
Cluster-33358.60812	-1.228059	0
Cluster-33358.63180	1.227631	0
Cluster-42721.0	-1.228253	0
Cluster-43294.2	-1.228572	0
Cluster-33358.68194	1.227217	0
Cluster-33358.47300	-1.226556	0
Cluster-33358.67111	1.226579	0
Cluster-33358.9978	-1.224627	0
Cluster-33358.31304	-1.223763	0
Cluster-33358.56863	1.224455	0
Cluster-33358.61518	-1.225152	0
Cluster-33358.63140	-1.225298	0
Cluster-33358.64512	-1.224187	0
Cluster-33358.66151	-1.224663	0
Cluster-16046.1	-1.223842643	0
Cluster-33358.19825	-1.223267	0
Cluster-33358.28586	-1.223011	0
Cluster-33992.0	-1.221706	0
Cluster-35804.0	-1.221646	0
Cluster-33358.26589	-1.220879	0
Cluster-33358.33413	-1.22006	0
Cluster-33358.66494	1.219975	0
Cluster-33358.68944	1.219563	0
Cluster-33358.6952	-1.218751714	0
Cluster-33358.44413	1.218413	0
Cluster-33358.47037	-1.218064	0
Cluster-33358.68709	1.217842	0
Cluster-25238.0	-1.214715151	0
Cluster-33358.7909	-1.215899151	0
Cluster-33358.10874	1.216663	0
Cluster-33358.12028	-1.21278	0
Cluster-33358.12884	-1.212794	0
Cluster-33358.12975	-1.213404	0
Cluster-33358.14202	-1.21411	0
Cluster-33358.15994	-1.212067	0
Cluster-33358.17938	-1.21251	0
Cluster-33358.21736	-1.213666	0
Cluster-33358.29626	-1.216446	0
Cluster-33358.31959	1.215654	0
Cluster-33358.34768	1.213503	0
Cluster-33358.41983	-1.213586	0
Cluster-33358.50050	-1.215765	0
Cluster-33358.56393	-1.212064	0
Cluster-33358.69095	-1.214734	0
Cluster-36359.0	-1.214205	0
Cluster-43636.2	-1.216472	0
Cluster-33358.9533	-1.207298	0
Cluster-33358.15147	1.207203	0
Cluster-33358.18211	-1.208973	0
Cluster-33358.20438	1.208193	0
Cluster-33358.20686	-1.209192	0
Cluster-33358.25981	-1.207616	0
Cluster-33358.29235	1.208993	0
Cluster-33358.30872	-1.207757	0
Cluster-33358.32358	-1.208401	0
Cluster-33358.44294	1.208688	0
Cluster-33358.45308	-1.209311	0
Cluster-33358.48172	-1.210374	0
Cluster-33358.57357	1.207359	0
Cluster-38760.1	-1.211082	0
Cluster-32578.0	-1.204915981	0
Cluster-33358.12779	-1.205777	0
Cluster-33358.20073	1.205592	0
Cluster-33358.30566	-1.204849	0
Cluster-33358.33797	-1.205176	0
Cluster-33358.59449	-1.204879	0
Cluster-44145.0	-1.20571	0
Cluster-33358.47137	-1.203868	0
Cluster-33358.49546	-1.203049	0
Cluster-33358.10080	-1.198332	0
Cluster-33358.16787	1.198089	0
Cluster-33358.19411	-1.202489	0
Cluster-33358.19702	-1.199773	0
Cluster-33358.22043	-1.198493	0
Cluster-33358.22276	-1.201322	0
Cluster-33358.36382	1.2011	0
Cluster-33358.39015	-1.200195	0
Cluster-33358.43453	-1.198606	0
Cluster-33358.44711	-1.200655	0
Cluster-33358.61685	-1.20058	0
Cluster-33358.62843	-1.201018	0
Cluster-41641.0	-1.199738	0
Cluster-42569.3	1.201139	0
Cluster-46123.2	-1.19801	0
Cluster-33358.4478	1.200241979	0
Cluster-33358.5120	-1.198515575	0
Cluster-33358.65902	-1.197313	0
Cluster-33358.7665	-1.197009696	0
Cluster-33358.21486	-1.196649	0
Cluster-33358.12063	-1.196194	0
Cluster-33358.36987	-1.194331	0
Cluster-33358.33052	1.193874	0
Cluster-33358.7348	-1.193188785	0
Cluster-33358.118	-1.192219055	0
Cluster-33358.28859	-1.191137	0
Cluster-33358.16483	-1.18961	0
Cluster-33358.62842	-1.189543	0
Cluster-34973.0	-1.189962	0
Cluster-40064.0	-1.189329	0
Cluster-33358.59814	-1.18826	0
Cluster-47771.0	-1.188041	0
Cluster-45780.4	-1.187021	0
Cluster-33358.8910	1.186694383	0
Cluster-33358.53141	-1.185462	0
Cluster-33358.59380	-1.185272	0
Cluster-33358.10726	-1.182686	0
Cluster-33358.11506	-1.182952	0
Cluster-33358.19060	1.182844	0
Cluster-33358.47206	1.182993	0
Cluster-33358.47711	-1.182594	0
Cluster-33358.48186	-1.183022	0
Cluster-33358.63484	-1.182562	0
Cluster-43294.0	-1.184072	0
Cluster-46348.0	-1.182886	0
Cluster-33358.21140	1.181246	0
Cluster-33358.43363	-1.181288	0
Cluster-39230.1	-1.181384	0
Cluster-33358.38864	-1.180347	0
Cluster-33358.55343	-1.180256	0
Cluster-33358.18289	-1.179257	0
Cluster-33358.22668	1.179364	0
Cluster-45998.0	-1.178993	0
Cluster-33358.31988	1.178637	0
Cluster-33358.6740	-1.178204269	0
Cluster-33358.24875	-1.178045	0
Cluster-33358.10350	-1.177234	0
Cluster-33358.42869	1.176916	0
Cluster-33358.45832	-1.176973	0
Cluster-33358.46983	-1.175307	0
Cluster-33358.8839	1.173508758	0
Cluster-33358.17276	-1.174087	0
Cluster-33358.17467	-1.173591	0
Cluster-33358.19584	-1.173061	0
Cluster-33358.30253	-1.172484	0
Cluster-33358.31678	-1.173063	0
Cluster-33358.38761	-1.172584	0
Cluster-33358.40654	-1.173152	0
Cluster-33358.44817	-1.172288	0
Cluster-33358.66978	-1.172312	0
Cluster-33358.6363	-1.171937312	0
Cluster-33358.58561	-1.171571	0
Cluster-33358.20931	-1.170694	0
Cluster-33358.41237	-1.170579	0
Cluster-33358.23080	-1.16977	0
Cluster-33358.38819	1.169863	0
Cluster-33358.31933	-1.168256	0
Cluster-33358.51266	-1.169152	0
Cluster-33358.51464	1.168843	0
Cluster-33358.59660	-1.168528	0
Cluster-33358.61333	-1.16879	0
Cluster-33358.67224	1.167279	0
Cluster-33358.18266	-1.166838	0
Cluster-41545.2	1.165723	0
Cluster-33358.7986	-1.163955832	0
Cluster-33358.10975	-1.163833	0
Cluster-33358.28228	-1.16376	0
Cluster-33358.37453	-1.164118	0
Cluster-33358.42439	-1.16505	0
Cluster-48015.0	1.164393	0
Cluster-33358.26034	-1.163239	0
Cluster-33358.12493	1.157961	0
Cluster-33358.16716	1.157232	0
Cluster-33358.16752	-1.155836	0
Cluster-33358.17809	-1.155998	0
Cluster-33358.19020	-1.158421	0
Cluster-33358.21363	-1.153694	0
Cluster-33358.27759	-1.158522	0
Cluster-33358.28635	-1.157586	0
Cluster-33358.29288	-1.158521	0
Cluster-33358.30879	-1.156476	0
Cluster-33358.32275	-1.157186	0
Cluster-33358.33962	-1.157662	0
Cluster-33358.34803	1.155242	0
Cluster-33358.35474	-1.154115	0
Cluster-33358.36649	-1.156411	0
Cluster-33358.38869	-1.161188	0
Cluster-33358.40685	1.161968	0
Cluster-33358.40721	1.155189	0
Cluster-33358.40792	-1.155011	0
Cluster-33358.42315	-1.153605	0
Cluster-33358.44890	1.159767	0
Cluster-33358.49106	-1.155954	0
Cluster-33358.49953	-1.160453	0
Cluster-33358.52448	1.155466	0
Cluster-33358.53219	-1.154525	0
Cluster-33358.54975	-1.159865	0
Cluster-33358.59062	-1.159184	0
Cluster-33358.63439	1.156021	0
Cluster-44942.0	-1.154859	0
Cluster-47190.0	-1.155706	0
Cluster-48174.1	1.159128	0
Cluster-33358.1227	-1.154274994	0
Cluster-33358.4188	-1.162269771	0
Cluster-33358.6328	1.157969812	0
Cluster-33358.13124	-1.150194	0
Cluster-33358.23686	-1.150202	0
Cluster-33358.24704	1.152628	0
Cluster-33358.43855	-1.151028	0
Cluster-33358.45705	1.151908	0
Cluster-45579.0	1.151623	0
Cluster-46896.0	-1.150728	0
Cluster-47217.0	-1.1503	0
Cluster-30635.1	-1.150226097	0
Cluster-33358.5969	-1.151581582	0
Cluster-33358.6895	1.150418407	0
Cluster-33358.20385	-1.149705	0
Cluster-33358.55900	-1.149247	0
Cluster-33358.59583	1.148436	0
Cluster-33358.62148	1.14774	0
Cluster-33358.66931	-1.148612	0
Cluster-43360.0	1.148247	0
Cluster-46048.0	1.147781	0
Cluster-33358.65498	-1.147128	0
Cluster-37064.0	-1.146689	0
Cluster-33358.18229	-1.144898	0
Cluster-33358.32351	-1.14456	0
Cluster-33358.31329	1.143245	0
Cluster-33358.34548	-1.142691	0
Cluster-33358.48630	-1.143322	0
Cluster-33358.68177	-1.142921	0
Cluster-33358.30425	-1.142322	0
Cluster-33358.1630	-1.139971903	0
Cluster-33358.36953	1.139798	0
Cluster-33358.38170	-1.141081	0
Cluster-33358.42579	-1.141223	0
Cluster-33358.47189	-1.140549	0
Cluster-33358.49513	1.14055	0
Cluster-33442.2	1.140053	0
Cluster-37947.0	1.141491	0
Cluster-47277.0	1.141823	0
Cluster-33358.2635	1.139413794	0
Cluster-33358.26735	1.138385	0
Cluster-33358.48176	-1.138567	0
Cluster-33358.23912	1.137918	0
Cluster-27516.0	-1.135227337	0
Cluster-33358.4582	1.134562729	0
Cluster-33358.15170	-1.134448	0
Cluster-33358.17490	-1.1355	0
Cluster-33358.18446	1.135427	0
Cluster-33358.21678	-1.134455	0
Cluster-33358.24292	-1.134524	0
Cluster-33358.25864	-1.135169	0
Cluster-33358.44821	1.135191	0
Cluster-33752.3	-1.135509	0
Cluster-40355.0	-1.136923	0
Cluster-33358.62795	-1.13411	0
Cluster-33358.17767	1.132263	0
Cluster-33358.19335	1.133262	0
Cluster-33358.31739	1.132389	0
Cluster-33358.36249	1.133497	0
Cluster-33358.45882	1.133034	0
Cluster-35178.0	-1.132707	0
Cluster-33358.25893	1.131829	0
Cluster-33358.29212	-1.130713	0
Cluster-33358.68101	1.130731	0
Cluster-33358.45157	-1.128713	0
Cluster-33358.64246	-1.128393	0
Cluster-33358.10289	-1.124534	0
Cluster-33358.15900	1.12771	0
Cluster-33358.16817	-1.124338	0
Cluster-33358.36232	-1.12536	0
Cluster-33358.36428	1.124846	0
Cluster-33358.46493	1.12515	0
Cluster-33358.48318	1.126765	0
Cluster-33358.54828	-1.125231	0
Cluster-33358.55378	1.127363	0
Cluster-33358.57396	1.124477	0
Cluster-33358.61181	1.124489	0
Cluster-33358.63630	-1.127887	0
Cluster-33960.0	-1.126992	0
Cluster-41181.0	-1.124186	0
Cluster-44464.0	-1.126289	0
Cluster-45515.0	-1.123481	0
Cluster-33358.64319	1.121589	0
Cluster-33358.10519	-1.120482	0
Cluster-33358.10566	-1.120195	0
Cluster-33358.22604	-1.116597	0
Cluster-33358.25530	-1.118003	0
Cluster-33358.25583	-1.11835	0
Cluster-33358.31573	-1.116906	0
Cluster-33358.46632	-1.118563	0
Cluster-33358.54686	-1.118703	0
Cluster-33358.62405	-1.118098	0
Cluster-33358.66028	-1.118548	0
Cluster-35270.0	-1.116643	0
Cluster-40250.0	-1.117121	0
Cluster-41313.0	1.117207	0
Cluster-46634.0	-1.116891	0
Cluster-33358.4589	-1.118265814	0
Cluster-33358.6716	1.115517983	0
Cluster-33358.66396	-1.115047	0
Cluster-33358.43603	1.11412	0
Cluster-33358.2050	1.104945495	0
Cluster-33358.2754	-1.109882402	0
Cluster-33358.3925	-1.103784567	0
Cluster-33358.4122	-1.104692708	0
Cluster-33358.8752	-1.105401094	0
Cluster-33358.10466	1.109505	0
Cluster-33358.11841	-1.109939	0
Cluster-33358.16869	1.104153	0
Cluster-33358.17498	-1.107605	0
Cluster-33358.21095	1.1099	0
Cluster-33358.25447	-1.108174	0
Cluster-33358.26276	-1.10826	0
Cluster-33358.27948	-1.11016	0
Cluster-33358.28555	-1.1108	0
Cluster-33358.29592	1.110354	0
Cluster-33358.29890	1.105128	0
Cluster-33358.32089	-1.111676	0
Cluster-33358.37361	-1.105851	0
Cluster-33358.37715	-1.107093	0
Cluster-33358.38660	-1.108582	0
Cluster-33358.39181	-1.105752	0
Cluster-33358.39742	-1.104887	0
Cluster-33358.45031	-1.113538	0
Cluster-33358.45066	-1.105515	0
Cluster-33358.46066	-1.107495	0
Cluster-33358.48569	-1.104088	0
Cluster-33358.51402	-1.110632	0
Cluster-33358.54590	-1.113267	0
Cluster-33358.56568	1.112769	0
Cluster-33358.65132	-1.107041	0
Cluster-33358.68940	1.110365	0
Cluster-33358.69020	-1.105312	0
Cluster-34041.0	-1.106627	0
Cluster-35465.0	-1.104696	0
Cluster-42275.0	-1.103737	0
Cluster-46545.0	-1.108039	0
Cluster-46628.0	1.111504	0
Cluster-47060.0	1.108576	0
Cluster-33358.66624	-1.10327	0
Cluster-33358.46166	-1.102594	0
Cluster-33358.7008	1.102813201	0
Cluster-33358.32339	1.101026	0
Cluster-33358.54381	1.100824	0
Cluster-33358.60416	1.100711	0
Cluster-33358.8156	-1.100265786	0
Cluster-33358.5226	-1.099236562	0
Cluster-33358.54848	-1.099289	0
Cluster-33358.55042	1.0993	0
Cluster-33358.49532	1.098958	0
Cluster-33358.52590	-1.098247	0
Cluster-33358.18144	-1.097815	0
Cluster-33358.25434	-1.096438	0
Cluster-33358.32562	1.096318	0
Cluster-33358.38754	-1.0955	0
Cluster-33358.40510	1.097076	0
Cluster-33358.46603	-1.095913	0
Cluster-33358.48030	1.09692	0
Cluster-33358.52101	1.095704	0
Cluster-33358.67021	1.096313	0
Cluster-34034.0	-1.095614	0
Cluster-33358.39402	1.094917	0
Cluster-33358.12992	-1.092491	0
Cluster-33358.19459	-1.093125	0
Cluster-33358.21062	-1.092813	0
Cluster-33358.21093	-1.092439	0
Cluster-33358.39431	-1.093327	0
Cluster-33358.54448	-1.092789	0
Cluster-34467.3	-1.094067	0
Cluster-40457.0	-1.094014	0
Cluster-33358.20556	-1.092056	0
Cluster-20542.1	-1.090394997	0
Cluster-26167.0	-1.090079062	0
Cluster-33358.29688	-1.090302	0
Cluster-33358.36774	1.091155	0
Cluster-33358.43902	-1.091012	0
Cluster-38975.1	1.090168	0
Cluster-19246.0	-1.087392029	0
Cluster-33358.5692	-1.087689229	0
Cluster-33358.37765	-1.08667	0
Cluster-33358.43719	-1.086823	0
Cluster-33358.45337	1.088592	0
Cluster-33358.48825	-1.087502	0
Cluster-33358.55244	-1.087162	0
Cluster-33358.60761	1.087376	0
Cluster-33358.63191	-1.08913	0
Cluster-33358.65485	1.088996	0
Cluster-44889.1	-1.088112	0
Cluster-46986.0	-1.086934	0
Cluster-33358.4458	-1.086121369	0
Cluster-33358.4786	-1.086386286	0
Cluster-33358.19744	-1.085194	0
Cluster-33358.37778	-1.083646	0
Cluster-33358.9503	-1.082959	0
Cluster-33358.20729	-1.082006	0
Cluster-16531.2	-1.081724318	0
Cluster-33358.20291	-1.081284	0
Cluster-33358.25701	-1.080645	0
Cluster-33358.40937	-1.080434	0
Cluster-33358.9735	1.078566	0
Cluster-33358.19701	1.07809	0
Cluster-33358.20394	-1.078036	0
Cluster-33358.44535	-1.078159	0
Cluster-33358.46158	-1.077796	0
Cluster-33358.47487	-1.078406	0
Cluster-33358.31748	1.077515	0
Cluster-33358.16114	-1.075371	0
Cluster-33358.17061	-1.075597	0
Cluster-33358.23157	-1.075835	0
Cluster-33358.49197	1.07663	0
Cluster-34265.2	1.075827	0
Cluster-35130.0	-1.076448	0
Cluster-33358.2099	-1.075309029	0
Cluster-33358.29208	-1.074762	0
Cluster-33358.12806	1.073889	0
Cluster-38586.2	-1.073915	0
Cluster-46924.1	1.074209	0
Cluster-33358.3242	1.07250988	0
Cluster-33358.9761	-1.072714	0
Cluster-33358.24155	-1.073036	0
Cluster-33358.30823	1.072792	0
Cluster-33358.47846	1.073303	0
Cluster-33358.31099	-1.07152	0
Cluster-33358.7057	-1.071160202	0
Cluster-33358.9705	1.069651	0
Cluster-33358.67313	-1.069806	0
Cluster-33358.68966	1.06878	0
Cluster-33358.1597	-1.068486775	0
Cluster-33358.18014	-1.067425	0
Cluster-33358.52061	-1.067433	0
Cluster-33358.56024	-1.067485	0
Cluster-42847.1	1.067903	0
Cluster-33358.48232	-1.066519	0
Cluster-41628.2	1.066571	0
Cluster-33358.38560	1.065919	0
Cluster-47423.3	1.06569	0
Cluster-45535.1	1.064455	0
Cluster-36584.1	1.062017	0
Cluster-33358.21612	-1.060612	0
Cluster-33358.31207	-1.061234	0
Cluster-33358.63983	-1.060539	0
Cluster-33432.1	1.060815	0
Cluster-33358.60335	-1.059957	0
Cluster-43360.1	1.060073	0
Cluster-33358.12443	-1.059332	0
Cluster-33358.25908	1.059164	0
Cluster-33358.47838	-1.05965	0
Cluster-33358.61637	-1.058856	0
Cluster-33224.0	-1.057696816	0
Cluster-33358.15448	-1.058154	0
Cluster-33358.61481	-1.057701	0
Cluster-39879.4	1.057827	0
Cluster-33358.27660	-1.056998	0
Cluster-33358.32440	-1.056224	0
Cluster-33358.63578	-1.056365	0
Cluster-33358.44125	-1.055475	0
Cluster-33358.54402	1.05517	0
Cluster-41724.4	1.054915	0
Cluster-33358.37286	-1.053505	0
Cluster-33358.44095	-1.053407	0
Cluster-33358.44650	-1.054	0
Cluster-33358.57996	1.053464	0
Cluster-33358.14521	-1.053059	0
Cluster-26237.2	-1.052221601	0
Cluster-33358.8953	1.05157469	0
Cluster-33358.28872	-1.051491	0
Cluster-33358.54863	-1.050674	0
Cluster-33358.41356	-1.049812	0
Cluster-33358.63399	1.049947	0
Cluster-33358.27709	-1.048775	0
Cluster-33358.14854	1.045101	0
Cluster-33358.28723	-1.044808	0
Cluster-33358.30762	1.045812	0
Cluster-33358.35638	1.044172	0
Cluster-33358.36175	-1.044282	0
Cluster-33358.44867	-1.044126	0
Cluster-33358.46339	-1.047136	0
Cluster-33358.48113	-1.044972	0
Cluster-33358.52659	1.046935	0
Cluster-33358.54812	1.045229	0
Cluster-33358.63938	-1.047304	0
Cluster-33358.65875	-1.047354	0
Cluster-36428.0	-1.045533	0
Cluster-37150.2	1.044696	0
Cluster-46434.2	-1.045982	0
Cluster-33358.6405	-1.04584156	0
Cluster-33358.66559	-1.04323	0
Cluster-33358.20858	-1.042819	0
Cluster-33358.25961	-1.042255	0
Cluster-40368.0	-1.041656	0
Cluster-46168.1	1.041684	0
Cluster-33358.40935	-1.040303	0
Cluster-33358.60638	-1.040226	0
Cluster-35526.0	-1.039335	0
Cluster-33358.9629	-1.038841	0
Cluster-33358.9879	-1.038299	0
Cluster-33358.9161	1.036671	0
Cluster-33358.10526	-1.037329	0
Cluster-33358.22445	-1.036554	0
Cluster-33358.24287	-1.035506	0
Cluster-33358.41402	1.035317	0
Cluster-33358.43613	-1.036541	0
Cluster-33358.45799	-1.035866	0
Cluster-33358.56036	1.036704	0
Cluster-33358.68546	-1.035546	0
Cluster-47127.0	1.036908	0
Cluster-33358.8425	-1.035506279	0
Cluster-25232.8	-1.034372706	0
Cluster-27114.0	-1.034125063	0
Cluster-33358.29421	1.034974	0
Cluster-33358.29897	-1.033939	0
Cluster-33358.38943	-1.034284	0
Cluster-33358.45100	-1.033746	0
Cluster-33358.10588	-1.031209	0
Cluster-33358.10649	-1.029269	0
Cluster-33358.14736	-1.021493	0
Cluster-33358.25326	1.022793	0
Cluster-33358.25905	1.025416	0
Cluster-33358.29505	1.025018	0
Cluster-33358.29902	-1.029167	0
Cluster-33358.31092	-1.020958	0
Cluster-33358.31956	-1.02145	0
Cluster-33358.33713	-1.024539	0
Cluster-33358.33995	1.027239	0
Cluster-33358.34699	-1.025228	0
Cluster-33358.35559	-1.026878	0
Cluster-33358.36550	1.023448	0
Cluster-33358.37426	-1.029081	0
Cluster-33358.37597	-1.030885	0
Cluster-33358.38617	-1.026645	0
Cluster-33358.41657	-1.024397	0
Cluster-33358.45180	-1.026721	0
Cluster-33358.45528	-1.021779	0
Cluster-33358.47571	1.021088	0
Cluster-33358.48517	-1.026977	0
Cluster-33358.51829	1.022903	0
Cluster-33358.53262	-1.029183	0
Cluster-33358.54406	-1.022888	0
Cluster-33358.55062	-1.021749	0
Cluster-33358.55968	-1.031417	0
Cluster-33358.56572	-1.024221	0
Cluster-33358.57003	-1.030284	0
Cluster-33358.62636	-1.021339	0
Cluster-33358.62888	-1.028542	0
Cluster-33358.64611	1.025293	0
Cluster-33358.67107	-1.026042	0
Cluster-33358.67716	-1.028808	0
Cluster-33358.68159	-1.021961	0
Cluster-38087.1	-1.024512	0
Cluster-38113.2	-1.027634	0
Cluster-39943.0	-1.026607	0
Cluster-45189.1	-1.028658	0
Cluster-45782.0	-1.023134	0
Cluster-47578.2	-1.023587	0
Cluster-32976.1	-1.026934642	0
Cluster-33358.2589	-1.022821338	0
Cluster-33358.2869	-1.031088859	0
Cluster-33358.3951	-1.022101714	0
Cluster-33358.4942	-1.028302494	0
Cluster-33358.8711	1.026478617	0
Cluster-33358.9039	-1.027714653	0
Cluster-33358.13529	1.018796	0
Cluster-33358.19748	-1.014717	0
Cluster-33358.20608	-1.015754	0
Cluster-33358.21147	-1.01688	0
Cluster-33358.22228	-1.019842	0
Cluster-33358.22355	1.018379	0
Cluster-33358.24454	-1.018462	0
Cluster-33358.24761	1.013062	0
Cluster-33358.29627	-1.01657	0
Cluster-33358.30397	-1.012739	0
Cluster-33358.30537	-1.014639	0
Cluster-33358.31634	1.019979	0
Cluster-33358.34662	-1.017473	0
Cluster-33358.39170	1.012634	0
Cluster-33358.39312	1.017227	0
Cluster-33358.39372	-1.012751	0
Cluster-33358.39880	-1.015532	0
Cluster-33358.40161	-1.014583	0
Cluster-33358.48923	-1.012956	0
Cluster-33358.48965	1.014139	0
Cluster-33358.50731	-1.013737	0
Cluster-33358.52900	-1.016887	0
Cluster-33358.54055	-1.01346	0
Cluster-33358.64554	-1.014286	0
Cluster-35370.0	-1.013586	0
Cluster-35901.2	-1.01739	0
Cluster-36277.0	-1.014876	0
Cluster-42960.0	-1.015091	0
Cluster-43000.0	-1.014614	0
Cluster-43500.0	1.019125	0
Cluster-46550.1	1.015928	0
Cluster-48127.0	-1.01553	0
Cluster-35919.0	1.011777	0
Cluster-31986.0	-1.008468914	0
Cluster-33358.1394	1.008525692	0
Cluster-33358.1780	-1.01075939	0
Cluster-33358.6850	-1.008143984	0
Cluster-33358.12726	-1.009456	0
Cluster-33358.12733	-1.009713	0
Cluster-33358.24224	1.01	0
Cluster-33358.37051	1.011175	0
Cluster-33358.38773	-1.010551	0
Cluster-33358.51286	-1.010276	0
Cluster-33358.51914	1.008438	0
Cluster-34826.0	-1.008311	0
Cluster-44568.0	-1.009349	0
Cluster-33358.24890	-1.006436	0
Cluster-33358.26957	-1.005888	0
Cluster-33358.27449	-1.007175	0
Cluster-33358.55862	-1.005892	0
Cluster-33358.63059	-1.006757	0
Cluster-26528.1	1.006238494	0
Cluster-33022.1	1.006880992	0
Cluster-33358.4596	-1.004113277	0
Cluster-33358.10514	-1.004465	0
Cluster-33358.22865	-1.004592	0
Cluster-33358.61878	1.004136	0
Cluster-33358.65135	1.004638	0
Cluster-46855.0	-1.004241	0
Cluster-33358.21047	-1.003586	0
Cluster-33358.21115	-1.003627	0
Cluster-47042.1	-1.003015	0
Cluster-33358.47587	1.002748	0
Cluster-15695.1	1.0018554	0
Cluster-33358.10917	0.9997725	0
Cluster-33358.19865	-0.9949951	0
Cluster-33358.24214	0.9996272	0
Cluster-33358.28302	-0.9946101	0
Cluster-33358.28332	0.9963035	0
Cluster-33358.31963	-0.9947685	0
Cluster-33358.35758	0.995001	0
Cluster-33358.38352	-0.9987347	0
Cluster-33358.42449	-0.9995845	0
Cluster-33358.42904	-0.994214	0
Cluster-33358.43553	0.9950235	0
Cluster-33358.51177	-0.9986864	0
Cluster-33358.51755	0.9947786	0
Cluster-33358.51852	0.9976842	0
Cluster-33358.52997	-0.9943605	0
Cluster-33358.57686	-0.9986825	0
Cluster-33358.60763	-0.9973155	0
Cluster-33358.62495	-0.9943531	0
Cluster-33358.65583	0.9990704	0
Cluster-34026.0	-0.9957083	0
Cluster-38771.3	0.9989995	0
Cluster-39057.0	-0.997856	0
Cluster-40812.1	0.9950572	0
Cluster-42497.0	-0.9990224	0
Cluster-46634.3	-0.997061	0
Cluster-33358.1912	0.999216589	0
Cluster-33358.4872	0.998617439	0
Cluster-33358.5965	-0.997156737	0
Cluster-33358.8773	0.996032749	0
Cluster-33358.45953	-0.9936684	0
Cluster-39520.0	0.9937248	0
Cluster-42498.0	-0.9927049	0
Cluster-33358.50286	-0.9923045	0
Cluster-33358.47514	-0.9919193	0
Cluster-33358.44560	-0.991189	0
Cluster-33358.46001	-0.9911634	0
Cluster-33358.51176	-0.9911582	0
Cluster-33358.15200	-0.9899449	0
Cluster-33358.21960	-0.9898078	0
Cluster-33358.40842	-0.9898408	0
Cluster-33358.54013	-0.9897479	0
Cluster-33358.68489	0.9905468	0
Cluster-33358.7543	-0.989085265	0
Cluster-33358.9085	-0.987728389	0
